ResponseId,MainBranch,Age,Employment,RemoteWork,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,Country,AIDevHaveWorkedWith,SOAI,AISelect,AISent,AIBen,AIToolInterested in Using,AIToolCurrently Using,AIToolNot interested in Using,AINextVery different,AINextNeither different nor similar,AINextSomewhat similar,AINextVery similar,WorkExp,Industry,SurveyLength,SurveyEase,ConvertedCompYearly,SurveyYear
66,I am a developer by profession,45-54 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",28,25,"Developer, full-stack","1,000 to 4,999 employees",Belgium,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,NA,2023
67,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,6,"Engineer, data",100 to 499 employees,India,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too long,Easy,41197,2023
68,I am a developer by profession,35-44 years old,"Not employed, but looking for work",NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,NA,"Developer, full-stack",NA,China,GitHub Copilot,Use API improve code review,"No, but I plan to soon",Unsure,Somewhat distrust,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA,2023
69,I am a developer by profession,18-24 years old,"Employed, full-time",In-person,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",8,3,"Developer, full-stack",2 to 9 employees,Sweden,NA,I don't care about AI but please start using the monaco editor for answering questions. The current one is garbage.,"No, but I plan to soon",Indifferent,Highly distrust,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,NA,2023
70,I am a developer by profession,25-34 years old,"Not employed, but looking for work",NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,NA,"Developer, front-end",NA,Spain,GitHub Copilot,NA,Yes,Favorable,Neither trust nor distrust,Learning about a codebase;Project planning;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code,Writing code,Deployment and monitoring;Collaborating with teammates ,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA,2023
71,None of these,45-54 years old,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023
72,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,2,Security professional,100 to 499 employees,Italy,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,128507,2023
73,"I am not primarily a developer, but I write code sometimes as part of my work/studies",55-64 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",40,32,Hardware Engineer,"10,000 or more employees",United States of America,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too long,Easy,NA,2023
74,I am a developer by profession,18-24 years old,"Student, full-time",NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",3,NA,NA,NA,Bahrain,NA,I highly agree with that Stack Overflow using AI tools as it will greatly enhance the UX. AI can help giving suggestions and formatting improvements.,Yes,Very favorable,Somewhat trust,Learning about a codebase;Project planning;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,Writing code;Documenting code;Debugging and getting help,Testing code,NA,NA,NA,NA,NA,NA,Too long,Easy,NA,2023
75,I am a developer by profession,35-44 years old,"Employed, full-time",In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17,3,"Developer, full-stack",500 to 999 employees,"Iran, Islamic Republic of...",NA,NA,Yes,Favorable,Somewhat trust,Project planning;Testing code;Committing and reviewing code,Learning about a codebase;Writing code;Documenting code;Debugging and getting help,Deployment and monitoring;Collaborating with teammates ,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,NA,2023
76,I am a developer by profession,45-54 years old,"Independent contractor, freelancer, or self-employed",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,16,"Developer, back-end",2 to 9 employees,France,NA,of course,"No, but I plan to soon",Favorable,Neither trust nor distrust,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA,2023
77,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,10,Product manager,"10,000 or more employees",Finland,NA,"Spelling, finding already answered questions, formatting the question(recognize the code parts), actively inspecting that the question about to be posted is fulfilling the requirements","No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,69608,2023
78,I am a developer by profession,35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,6,"Developer, back-end",100 to 499 employees,Sri Lanka,NA,NA,Yes,Favorable,Highly trust,Project planning,Project planning,,NA,NA,NA,NA,9,Financial Services,Too short,Easy,NA,2023
79,I am a developer by profession,18-24 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,3,"Developer, full-stack",20 to 99 employees,India,NA,NA,Yes,Very favorable,Somewhat trust,Testing code;Committing and reviewing code;Deployment and monitoring,Writing code,,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA,2023
80,I code primarily as a hobby,Under 18 years old,"Student, full-time",NA,Some college/university study without earning a degree,Less than 1 year,NA,NA,NA,Pakistan,NA,Positive.,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,NA,2023
81,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5,2,Academic researcher,"1,000 to 4,999 employees",Egypt,GitHub Copilot,Stackover must use AI tools to improve the experince it should move with the wave,Yes,Favorable,Somewhat trust,Writing code;Testing code,,,NA,NA,NA,NA,5,Higher Education,Too long,Easy,7000,2023
82,I code primarily as a hobby,18-24 years old,"Student, full-time",NA,"Associate degree (A.A., A.S., etc.)",10,NA,NA,NA,United Kingdom of Great Britain and Northern Ireland,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA,2023
83,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,5,"Developer, game or graphics","10,000 or more employees",India,GitHub Copilot,providing exact copy paste code,"No, but I plan to soon",Very favorable,Somewhat trust,NA,NA,NA,NA,NA,NA,NA,5,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Neither easy nor difficult,NA,2023
84,I am a developer by profession,25-34 years old,"Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11,9,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",Poland,GitHub Copilot,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too long,Easy,NA,2023
85,I am a developer by profession,35-44 years old,"Independent contractor, freelancer, or self-employed",Remote,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",7,6,"Developer, full-stack","Just me - I am a freelancer, sole proprietor, etc.",France,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,42836,2023
86,I am a developer by profession,25-34 years old,"Employed, full-time",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,5,"Developer, back-end",20 to 99 employees,India,NA,NA,"No, but I plan to soon",Unsure,Somewhat trust,NA,NA,NA,NA,NA,NA,NA,6,Financial Services,Too long,Neither easy nor difficult,NA,2023
87,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,6,"Developer, full-stack","1,000 to 4,999 employees",Russian Federation,NA,Good solution,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Financial Services,Appropriate in length,Easy,NA,2023
88,I am a developer by profession,18-24 years old,"Student, full-time",NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,NA,NA,NA,"Iran, Islamic Republic of...",NA,"whatever you do, don't fuck up the old experience, don't made changes that make people mad",Yes,Indifferent,Neither trust nor distrust,Learning about a codebase,Debugging and getting help,Project planning;Writing code;Documenting code;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,NA,2023
89,I am a developer by profession,35-44 years old,"Employed, full-time",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,14,"Developer, full-stack","1,000 to 4,999 employees",Brazil,GitHub Copilot,"I think that AI could improve the quality of SO, but only if it is a partner under human supervision and NOT taking final decisions or creating final content.",Yes,Favorable,Neither trust nor distrust,Project planning;Documenting code;Debugging and getting help;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,Learning about a codebase;Writing code;Testing code,,NA,NA,NA,NA,17,Healthcare,Too long,Neither easy nor difficult,24345,2023
90,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",NA,NA,NA,NA,Turkey,NA,NA,Yes,Favorable,Neither trust nor distrust,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,2023
91,I am a developer by profession,18-24 years old,"Employed, part-time;Student, part-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,NA,"Developer, QA or test",NA,Slovakia,NA,NA,Yes,Indifferent,Neither trust nor distrust,Writing code;Documenting code,Debugging and getting help,Learning about a codebase;Project planning;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA,2023
92,I am a developer by profession,35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Associate degree (A.A., A.S., etc.)",18,15,"Developer, front-end",100 to 499 employees,Latvia,GitHub Copilot,NA,Yes,Very favorable,Somewhat trust,Testing code;Committing and reviewing code,Writing code;Documenting code;Debugging and getting help,Learning about a codebase;Project planning;Deployment and monitoring;Collaborating with teammates ,NA,NA,NA,NA,15,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,53545,2023
93,I am a developer by profession,25-34 years old,"Employed, part-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,9,Cloud infrastructure engineer,100 to 499 employees,Australia,NA,"I mean it already tries to suggest similar questions and like that I imagine any suggestions will likely be ill-fitting and ignored, so it wont affect me, do what you want.","No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,72714,2023
94,I am a developer by profession,18-24 years old,"Student, full-time;Employed, part-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,NA,"Developer, back-end",NA,Netherlands,GitHub Copilot,Improve the related questions recommenders,Yes,Favorable,Highly trust,Learning about a codebase;Writing code,Testing code,Project planning;Documenting code;Debugging and getting help;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA,2023
95,I code primarily as a hobby,Under 18 years old,I prefer not to say,NA,Something else,8,NA,NA,NA,United States of America,Replit Ghostwriter,NA,"No, but I plan to soon",Indifferent,Somewhat trust,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,NA,2023
96,I am a developer by profession,18-24 years old,"Employed, full-time",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,2,"Developer, desktop or enterprise applications",I don’t know,Russian Federation,NA,-,Yes,Favorable,Somewhat trust,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring,,Collaborating with teammates ,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,371,2023
97,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,6,"Developer, full-stack","10,000 or more employees",Germany,NA,NA,Yes,Favorable,Somewhat trust,NA,NA,NA,NA,NA,NA,NA,6,Retail and Consumer Services,Too long,Neither easy nor difficult,86528,2023
98,I am a developer by profession,25-34 years old,"Employed, full-time",In-person,Some college/university study without earning a degree,10,5,"Developer, full-stack",10 to 19 employees,Netherlands,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Neither easy nor difficult,NA,2023
99,I am a developer by profession,35-44 years old,"Employed, part-time;Student, part-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,NA,"Developer, desktop or enterprise applications",NA,Germany,NA,"Format questions, detect missing information",Yes,Indifferent,Somewhat distrust,Documenting code;Testing code;Committing and reviewing code,Writing code;Debugging and getting help,Learning about a codebase;Project planning;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA,2023
100,I am a developer by profession,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed;Employed, part-time",In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,8,"Developer, full-stack",20 to 99 employees,Greece,NA,Quck suggestions as answers to questions,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,12,Retail and Consumer Services,Appropriate in length,Neither easy nor difficult,30842,2023
